college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 2,5.49,1,4,0,1,2,1,1,1,37.4,Junior Developer,4.81,2,4,1.7595805708638197
Tier 3,9.28,3,2,0,0,3,1,3,1,70.2,Data Scientist,22.03,1,2,3.136797713832594
Tier 3,8.41,2,0,0,3,3,1,0,3,56.4,Data Scientist,14.77,1,2,2.758109400974947
Tier 3,7.03,3,0,0,2,1,1,1,2,51.7,Web Developer,13.49,1,7,2.673458756332591
Tier 3,6.65,0,5,1,1,3,0,0,1,42.0,Data Analyst,6.5,1,1,2.0149030205422647
Tier 2,9.08,3,2,0,1,2,1,1,1,71.1,Software Engineer,21.98,2,6,3.1346242724206097
Tier 3,5.82,1,0,0,0,2,0,2,2,46.3,Web Developer,4.94,1,7,1.7817091333745536
Tier 2,7.0,1,4,1,2,3,3,1,1,58.1,Data Scientist,15.69,2,2,2.8148097376737438
Tier 2,8.48,1,3,0,0,3,1,0,1,63.8,Data Scientist,19.36,2,2,3.013572191682322
Tier 2,7.55,2,1,1,2,1,0,0,1,48.0,Data Analyst,6.52,2,1,2.017566137961748
Tier 2,7.16,0,3,0,0,1,1,2,0,49.9,Data Scientist,16.2,2,2,2.8449093838194073
Tier 3,7.1,2,3,0,2,1,2,3,0,54.3,Data Scientist,16.59,1,2,2.8673305587494666
Tier 3,5.34,0,4,1,2,1,0,2,2,40.2,Junior Developer,3.36,1,4,1.4724720573609429
Tier 1,6.88,1,5,1,2,2,1,2,2,49.7,DevOps Engineer,10.04,3,3,2.401525040848949
Tier 2,6.29,1,1,0,3,5,0,2,0,46.6,Software Engineer,7.97,2,6,2.1938856760707046
Tier 3,9.73,0,2,0,3,1,0,0,1,72.6,Web Developer,6.04,1,7,1.951608170169951
Tier 3,6.75,0,1,0,1,3,0,1,0,43.6,DevOps Engineer,6.73,1,3,2.0451088625993306
Tier 3,7.15,2,1,0,0,1,1,1,0,50.4,Software Engineer,12.08,1,6,2.5710843460290524
Tier 1,7.16,2,0,0,0,0,1,0,0,45.9,Software Engineer,16.04,3,6,2.8355635214011694
Tier 3,7.38,0,2,0,2,2,0,3,1,52.3,Data Scientist,9.86,1,2,2.3850863145057892
Tier 2,6.38,0,3,1,0,2,0,1,0,37.6,Software Engineer,8.79,2,6,2.281361456542419
Tier 1,5.92,2,3,2,2,5,1,1,1,38.9,Web Developer,5.76,3,7,1.9110228900548727
Tier 1,7.51,1,3,1,0,2,1,1,0,53.7,Software Engineer,15.65,3,6,2.8124102164264526
Tier 1,6.76,1,2,1,1,1,0,2,0,57.7,Software Engineer,8.36,3,6,2.2364452904895007
Tier 1,6.25,1,5,0,1,2,0,1,0,43.7,Software Engineer,7.93,3,6,2.189416394888408
Tier 2,8.19,0,2,0,0,3,1,2,2,56.8,Data Scientist,20.79,2,2,3.0814511489565284
Tier 3,7.06,0,5,2,0,1,1,1,0,49.3,Software Engineer,10.59,1,6,2.4501426573516603
Tier 2,9.55,1,0,0,0,1,1,0,0,77.5,Data Scientist,21.13,2,2,3.0969341540629585
Tier 2,5.12,1,4,0,3,4,0,1,2,37.5,Junior Developer,3.53,2,4,1.5107219394949425
Tier 2,6.01,0,3,2,1,5,0,2,3,38.5,Data Analyst,7.7,2,1,2.163323025660538
Tier 3,6.66,2,1,0,2,1,0,1,0,42.5,Software Engineer,7.51,1,6,2.1412419425852827
Tier 1,7.13,1,3,0,1,1,2,2,1,58.3,Data Scientist,15.76,3,2,2.818995095053937
Tier 3,5.66,2,3,3,2,0,0,1,1,44.6,Web Developer,4.62,1,7,1.7263316639055997
Tier 2,6.85,4,1,2,1,1,0,1,0,49.7,Software Engineer,7.94,2,6,2.190535589185423
Tier 2,9.17,1,2,0,2,4,0,0,1,66.6,Data Analyst,6.68,2,1,2.038619547159581
Tier 2,5.83,2,2,3,2,2,1,0,1,51.8,Web Developer,6.01,2,7,1.9473377010464987
Tier 2,6.68,1,1,1,3,2,0,2,0,51.7,Software Engineer,8.51,2,6,2.252343876557299
Tier 2,5.03,1,3,0,2,4,1,0,1,30.3,Junior Developer,4.08,2,4,1.6253112615903906
Tier 2,6.51,0,3,0,0,3,1,1,1,38.7,Software Engineer,10.05,2,6,2.402430427963762
Tier 1,8.71,1,0,1,0,1,1,0,1,57.6,Data Scientist,24.38,3,2,3.2339614622862416
Tier 2,6.46,0,3,1,3,3,0,0,2,46.7,Web Developer,6.23,2,7,1.9782390361706734
Tier 3,5.29,1,1,0,1,0,0,2,0,34.4,Junior Developer,3.67,1,4,1.541159071680806
Tier 2,5.41,0,3,1,0,1,0,0,1,32.6,Junior Developer,3.28,2,4,1.4539530095937052
Tier 2,5.9,1,1,0,1,2,1,3,0,42.8,Web Developer,5.94,2,7,1.937301774518713
Tier 1,7.26,1,6,0,1,2,2,1,2,54.4,ML Engineer,16.15,3,5,2.8419981736119486
Tier 2,7.04,3,1,0,1,3,0,1,1,39.4,Data Scientist,10.57,2,2,2.448415541205585
Tier 3,6.84,0,1,2,1,1,0,1,2,49.3,Web Developer,6.21,1,7,1.9754689512968577
Tier 1,5.5,1,1,1,0,1,1,0,2,37.0,Web Developer,6.29,3,7,1.986503546020567
Tier 3,5.35,2,2,1,0,3,1,0,0,35.9,Junior Developer,4.84,1,4,1.7647307968401356
Tier 3,7.17,0,1,0,1,1,2,1,2,55.3,ML Engineer,14.03,1,5,2.710048203764883
Tier 1,6.95,0,3,2,2,2,1,1,0,59.3,Software Engineer,9.8,3,6,2.379546134130174
Tier 3,7.46,3,1,0,3,3,0,1,1,51.5,Web Developer,10.44,1,7,2.437115985951652
Tier 3,8.02,2,2,2,3,0,0,1,1,64.5,Data Scientist,8.64,1,2,2.265921108622454
Tier 1,8.94,0,1,1,0,2,1,3,2,65.0,Data Scientist,23.73,3,2,3.208017081533325
Tier 1,4.0,2,1,0,0,0,0,2,0,31.8,Junior Developer,3.24,3,4,1.4445632692438664
Tier 2,7.22,0,6,1,1,3,0,1,2,56.6,Web Developer,10.75,2,7,2.463853240590168
Tier 3,6.9,0,1,2,1,3,1,1,1,55.5,Software Engineer,9.44,1,6,2.3456445824544927
Tier 3,7.49,2,2,0,1,2,1,1,1,60.8,Data Scientist,14.22,1,2,2.7226103524335397
Tier 2,7.42,1,5,1,2,2,1,2,1,53.3,DevOps Engineer,16.15,2,3,2.8419981736119486
Tier 2,6.85,1,2,3,1,3,0,2,0,43.8,Software Engineer,8.49,2,6,2.2502386126218363
Tier 3,7.43,1,3,0,1,0,1,2,1,53.6,Backend Developer,14.83,1,0,2.761906873892921
Tier 2,7.03,1,1,0,0,1,1,3,0,46.2,Backend Developer,15.98,2,0,2.8320361808832013
Tier 1,6.31,1,1,1,1,1,2,1,1,48.3,Data Analyst,9.92,3,1,2.390595970316759
Tier 2,8.92,0,3,0,2,4,3,2,1,78.5,Data Scientist,24.28,2,2,3.2300135692786567
Tier 3,6.5,1,0,0,2,0,1,0,1,51.8,Data Analyst,9.7,1,1,2.3702437414678603
Tier 2,5.78,2,4,0,0,4,1,1,1,45.5,Web Developer,5.95,2,7,1.9387416595767009
Tier 2,8.94,0,1,0,1,2,2,3,1,73.7,ML Engineer,23.79,2,5,3.210440346047099
Tier 3,9.01,0,0,0,2,4,0,0,2,53.5,Web Developer,6.45,1,7,2.0082140323914683
Tier 2,7.5,0,2,1,1,2,3,1,1,57.0,Data Scientist,15.77,2,2,2.8195915758351173
Tier 2,8.62,2,2,1,2,3,2,0,3,72.8,ML Engineer,23.96,2,5,3.217274543501227
Tier 1,6.62,1,2,2,2,3,1,1,0,55.7,Software Engineer,10.38,3,6,2.431857428698185
Tier 1,6.87,2,5,1,2,2,0,0,2,46.1,Web Developer,5.74,3,7,1.9080599249242156
Tier 3,8.58,1,2,1,1,2,1,2,1,62.1,Data Scientist,16.99,1,2,2.8898160479624417
Tier 3,6.82,0,1,1,2,4,1,1,1,59.3,Software Engineer,10.08,1,6,2.405141681319138
Tier 3,6.39,0,1,0,1,2,0,2,1,43.9,Software Engineer,7.54,1,6,2.1447610078004784
Tier 2,4.95,1,5,1,1,2,1,1,2,51.8,Junior Developer,4.53,2,4,1.7101878155342434
Tier 2,6.25,0,1,1,1,3,2,0,1,56.0,Web Developer,10.04,2,7,2.401525040848949
Tier 3,6.62,0,4,1,1,4,2,2,1,54.5,ML Engineer,10.56,1,5,2.4475508632442313
Tier 3,7.5,2,2,0,1,4,1,0,1,53.6,Data Scientist,14.14,1,2,2.717340248009303
Tier 1,7.03,0,0,1,3,1,0,1,1,41.5,Backend Developer,10.47,3,0,2.4397349311412793
Tier 2,8.24,1,0,0,2,3,0,3,1,48.2,Backend Developer,10.22,2,0,2.4176979000945504
Tier 2,9.34,0,1,0,1,2,1,1,2,70.7,Data Scientist,24.02,2,2,3.219675505038765
Tier 3,5.84,2,3,2,1,2,0,0,2,40.2,Web Developer,5.16,1,7,1.8180767775454285
Tier 2,6.47,1,1,1,0,1,1,0,0,47.6,Software Engineer,9.87,2,6,2.386006701133118
Tier 2,5.36,1,3,1,0,1,1,1,1,49.2,Junior Developer,4.51,2,4,1.706564623164823
Tier 2,7.12,0,2,1,1,3,0,0,1,50.4,Data Scientist,6.26,2,2,1.9823798288367047
Tier 2,4.85,3,3,2,1,4,0,0,1,24.1,Junior Developer,3.58,2,4,1.5216989981260935
Tier 1,7.02,0,1,0,3,3,0,2,0,42.4,Software Engineer,10.71,3,6,2.460443177609626
Tier 2,7.53,2,1,1,1,1,1,1,1,61.7,Data Scientist,16.19,2,2,2.844327819394758
Tier 3,4.15,0,4,0,0,1,1,0,1,43.3,Junior Developer,4.29,1,4,1.665818245870208
Tier 2,5.28,3,0,1,1,2,0,0,1,42.4,Junior Developer,3.88,2,4,1.5851452198650557
Tier 3,7.58,1,4,0,3,3,0,0,1,58.4,Web Developer,6.48,1,7,2.012232791986386
Tier 3,4.66,0,3,2,1,0,0,1,2,31.0,Junior Developer,3.63,1,4,1.5325568680981427
Tier 3,8.2,2,0,1,1,3,0,4,0,58.7,Software Engineer,10.34,1,6,2.428336298299606
Tier 2,8.41,0,1,1,0,1,2,0,3,67.5,Data Scientist,19.39,2,2,3.015044584586364
Tier 1,7.11,1,2,0,3,2,0,1,1,46.8,Web Developer,10.66,3,7,2.4561641809223462
Tier 1,7.5,2,0,1,4,3,2,2,0,61.5,ML Engineer,15.98,3,5,2.8320361808832013
Tier 3,7.09,0,1,0,2,1,0,2,0,47.3,Software Engineer,8.11,1,6,2.209372711271867
Tier 2,7.0,0,2,2,1,2,1,1,1,48.2,Data Scientist,14.07,2,2,2.712706012638404
Tier 2,5.1,1,1,2,4,1,1,0,2,41.8,Junior Developer,4.45,2,4,1.6956156086751528
Tier 2,5.9,1,0,1,0,2,1,3,0,52.0,Web Developer,5.62,2,7,1.890095369948917
Tier 3,9.37,2,0,0,4,5,0,1,0,67.7,Data Scientist,10.35,1,2,2.4292177439274116
Tier 2,7.17,2,2,0,3,3,1,3,1,56.2,DevOps Engineer,15.93,2,3,2.829087196145044
Tier 2,8.67,0,1,0,1,2,3,1,2,76.9,Data Scientist,24.49,2,2,3.238286218388024
Tier 1,5.07,0,0,1,2,4,0,2,1,33.5,Junior Developer,3.7,3,4,1.547562508716013
Tier 1,6.39,0,2,0,2,1,1,1,0,44.5,Software Engineer,9.9,3,6,2.388762789235098
Tier 3,6.79,0,0,2,3,1,3,0,2,56.5,ML Engineer,10.06,1,5,2.403334996094189
Tier 3,7.65,3,4,1,0,0,1,0,4,46.7,Software Engineer,14.04,1,6,2.7107133185216936
Tier 1,6.2,1,1,3,1,0,1,1,0,47.7,Software Engineer,9.91,3,6,2.3896797998449792
Tier 2,8.38,0,2,1,2,2,0,1,1,44.5,Software Engineer,9.94,2,6,2.392425796993835
Tier 1,6.35,2,1,1,3,5,2,2,0,51.6,Software Engineer,9.59,3,6,2.359910159613315
Tier 1,7.34,0,4,0,0,3,0,1,1,50.5,Web Developer,10.3,3,7,2.424802725718295
Tier 2,5.61,2,1,2,1,2,1,2,0,47.4,Web Developer,5.71,2,7,1.9035989509835904
Tier 3,7.83,2,1,1,2,1,1,0,1,64.3,Data Analyst,12.41,1,1,2.596000697293587
Tier 2,6.42,0,3,0,2,1,0,1,0,42.5,Software Engineer,8.04,2,6,2.201659174404085
Tier 2,5.2,1,3,2,1,3,1,0,0,45.2,Junior Developer,4.62,2,4,1.7263316639055997
Tier 2,7.43,0,1,0,2,0,1,4,0,59.6,Software Engineer,16.03,2,6,2.834976494674597
Tier 3,8.21,0,2,0,3,1,1,1,1,64.1,Data Analyst,13.24,1,1,2.65605490598383
Tier 3,6.86,1,2,1,4,1,3,0,2,70.0,ML Engineer,10.61,1,5,2.4518667957098
Tier 3,6.8,2,0,0,1,1,0,1,1,43.5,Software Engineer,6.84,1,6,2.0592388343623163
Tier 3,8.54,1,2,1,2,1,2,3,1,72.9,Data Scientist,22.48,1,2,3.1561489949598958
Tier 2,7.02,4,3,0,3,2,2,3,0,52.3,Data Scientist,15.98,2,2,2.8320361808832013
Tier 2,8.75,0,0,0,2,2,2,3,0,71.7,ML Engineer,23.42,2,5,3.1954024686825586
Tier 2,4.54,2,1,1,0,1,2,1,0,43.5,Junior Developer,4.93,2,4,1.780024213009634
Tier 3,6.5,0,1,1,1,3,0,1,0,45.4,Software Engineer,5.64,1,6,1.8931119634883424
Tier 2,7.82,1,3,1,0,0,1,0,2,57.7,Data Scientist,16.02,2,2,2.834389123145228
Tier 1,8.79,0,1,0,2,0,1,2,1,64.5,Data Scientist,23.74,3,2,3.208421366964342
Tier 3,7.22,2,0,2,2,3,0,1,0,53.5,DevOps Engineer,7.15,1,3,2.0980179272527715
Tier 2,7.5,1,1,0,1,2,1,1,1,53.8,Software Engineer,16.05,2,6,2.8361502037295256
Tier 2,7.05,1,1,0,1,0,1,3,0,59.6,Data Scientist,16.18,2,2,2.8437459165561094
Tier 3,7.74,0,1,1,3,2,2,2,1,63.2,Data Scientist,15.87,1,2,2.825536896557877
Tier 2,7.9,1,2,0,0,1,2,0,2,62.4,Data Scientist,15.49,2,2,2.8027541365715076
Tier 3,5.66,2,2,2,1,1,0,1,1,46.3,Web Developer,4.24,1,7,1.6563214983329508
Tier 1,7.14,0,3,3,3,1,0,1,0,54.3,DevOps Engineer,10.27,3,3,2.422144328051685
Tier 2,7.29,1,1,0,3,1,2,1,2,58.1,Data Scientist,16.06,2,2,2.836736542063533
Tier 2,7.47,0,2,1,2,1,3,0,1,64.3,ML Engineer,15.88,2,5,2.826129489167811
Tier 1,7.52,2,2,1,2,2,1,0,1,53.4,Data Scientist,15.93,3,2,2.829087196145044
Tier 1,5.87,1,3,1,2,2,2,0,1,54.7,Web Developer,6.09,3,7,1.958685340544036
Tier 3,6.82,2,0,1,1,0,0,3,1,43.4,Data Analyst,7.28,1,1,2.1138429683971687
Tier 2,7.38,1,1,0,1,2,1,1,0,64.6,Data Scientist,15.91,2,2,2.827905162910489
Tier 2,8.47,0,3,0,1,4,0,2,0,60.1,Software Engineer,10.52,2,6,2.444084655267745
Tier 3,6.93,0,2,0,0,3,1,1,1,48.8,Software Engineer,10.22,1,6,2.4176979000945504
Tier 1,7.65,3,0,0,2,2,0,1,1,52.7,Data Analyst,10.16,3,1,2.412335956953165
Tier 2,7.99,1,2,1,1,1,1,1,1,65.3,Data Scientist,15.9,2,2,2.8273136219290276
Tier 3,7.89,0,2,0,2,3,0,0,1,56.8,DevOps Engineer,6.4,1,3,2.0014800002101243
Tier 3,6.17,0,1,2,4,3,2,2,1,50.9,Data Analyst,10.03,1,1,2.400618833265411
Tier 3,5.72,0,0,1,3,0,1,2,1,50.1,Web Developer,6.05,1,7,1.9530276168241774
Tier 1,7.75,0,2,0,1,3,1,0,0,56.9,Software Engineer,15.77,3,6,2.8195915758351173
Tier 3,7.08,4,4,0,0,3,0,0,1,49.4,Web Developer,5.98,1,7,1.9430489167742813
Tier 1,6.84,1,2,0,1,1,0,0,1,50.5,DevOps Engineer,6.61,3,3,2.0294631718735947
Tier 2,6.18,0,0,1,0,5,0,2,1,45.9,Web Developer,8.13,2,7,2.211565694606877
Tier 2,7.05,0,3,0,0,2,0,2,2,56.5,Software Engineer,10.27,2,6,2.422144328051685
Tier 2,8.27,4,0,0,3,3,1,0,2,57.5,Data Scientist,22.17,2,2,3.142858338444285
Tier 3,7.16,0,2,0,0,3,0,0,1,64.7,DevOps Engineer,6.17,1,3,1.969905654611529
Tier 3,5.65,0,1,0,2,2,0,0,1,40.6,Web Developer,4.67,1,7,1.7351891177396608
Tier 2,6.76,1,3,1,1,2,2,1,1,57.2,Data Scientist,9.73,2,2,2.373043556642607
Tier 3,5.17,2,0,0,3,3,2,1,0,44.7,Junior Developer,4.18,1,4,1.6448050562713916
Tier 2,6.79,2,0,0,1,2,2,0,2,57.5,ML Engineer,9.93,2,5,2.391511302188447
Tier 3,5.89,1,2,2,1,3,0,0,1,42.1,Web Developer,5.05,1,7,1.80005827204275
Tier 1,6.88,2,2,4,2,1,0,2,1,43.9,Data Analyst,7.75,3,1,2.169053700369523
Tier 1,5.64,0,2,0,3,1,0,1,1,37.7,Web Developer,4.54,3,7,1.7119945007591924
Tier 3,6.27,0,0,2,2,2,2,1,2,55.6,Software Engineer,9.56,1,6,2.3570732782781154
Tier 1,5.48,1,2,2,2,2,1,0,1,34.9,Junior Developer,4.22,3,4,1.6524974018945473
Tier 3,8.59,2,1,0,3,0,1,0,0,63.3,Data Scientist,15.93,1,2,2.829087196145044
Tier 3,6.58,0,1,1,1,1,0,0,1,38.5,Software Engineer,4.48,1,6,1.7011051009599243
Tier 2,6.77,0,2,0,1,0,0,1,1,50.1,DevOps Engineer,8.33,2,3,2.2332350148592526
Tier 2,7.25,2,0,1,1,1,0,1,1,52.0,Data Analyst,10.51,2,1,2.4432162227337915
Tier 3,6.07,0,4,1,0,2,0,0,1,40.0,Software Engineer,5.15,1,6,1.8164520818184267
Tier 1,6.33,1,1,0,2,7,1,1,1,40.1,Web Developer,9.73,3,7,2.373043556642607
Tier 2,4.83,1,0,1,0,1,1,1,1,36.4,Junior Developer,4.91,2,4,1.776645831418007
Tier 2,6.64,1,1,1,0,2,2,3,0,56.6,Data Scientist,10.22,2,2,2.4176979000945504
Tier 2,10.0,2,2,1,1,3,1,0,1,62.8,Data Scientist,24.61,2,2,3.242982900211434
Tier 3,5.18,0,3,0,1,2,0,2,1,41.7,Junior Developer,3.16,1,4,1.425515074273172
Tier 2,7.55,1,2,0,1,1,2,1,2,59.6,ML Engineer,16.0,2,5,2.833213344056216
Tier 2,7.71,0,3,0,0,3,0,2,2,52.1,Software Engineer,9.81,2,6,2.3804716316511167
Tier 2,6.32,0,4,2,0,1,0,0,3,38.3,Data Analyst,6.19,2,1,1.9726911717329554
Tier 3,6.26,0,2,0,3,2,2,0,0,47.6,Software Engineer,9.84,1,6,2.3832429960115
Tier 3,7.91,1,1,0,2,3,1,2,0,58.3,Data Scientist,14.94,1,2,2.768831673362069
Tier 1,6.67,1,3,1,3,2,1,1,3,52.8,Backend Developer,9.91,3,0,2.3896797998449792
Tier 1,4.0,0,3,2,3,0,0,0,1,21.5,Junior Developer,3.41,3,4,1.4838746894587547
Tier 3,8.23,1,1,0,2,3,2,2,2,66.4,Data Scientist,18.51,1,2,2.97092715463502
Tier 2,6.42,1,1,1,1,4,3,2,0,61.1,Software Engineer,9.87,2,6,2.386006701133118
Tier 2,7.13,0,3,0,0,1,0,1,2,53.7,Web Developer,10.22,2,7,2.4176979000945504
Tier 2,5.97,2,0,0,5,1,0,1,0,38.7,Web Developer,4.79,2,7,1.7561322915849038
Tier 2,7.14,0,2,0,2,3,0,2,3,58.2,DevOps Engineer,10.05,2,3,2.402430427963762
Tier 2,8.74,0,1,1,2,0,2,1,2,65.5,Data Scientist,23.81,2,2,3.21124679770371
Tier 3,7.9,4,1,0,0,1,0,0,1,52.9,Data Analyst,6.06,1,1,1.9544450515051506
Tier 2,9.37,0,1,0,3,3,0,0,1,60.2,Data Scientist,5.94,2,2,1.937301774518713
Tier 2,8.14,0,0,2,1,1,2,0,0,67.0,Data Scientist,15.84,2,2,2.8237570088141806
Tier 2,7.14,0,0,0,1,3,1,0,0,56.3,Data Scientist,13.79,2,2,2.6939512767227085
Tier 2,5.34,2,3,2,1,1,1,1,0,41.0,Junior Developer,4.55,2,4,1.713797927758343
Tier 3,9.39,0,4,0,1,4,1,0,0,67.5,Software Engineer,18.2,1,6,2.954910279033736
Tier 1,5.25,2,4,1,2,3,0,1,0,36.1,Junior Developer,3.94,3,4,1.597365331199831
Tier 3,5.95,2,1,2,0,1,0,1,1,37.6,Web Developer,5.22,1,7,1.827769906751088
Tier 2,6.46,1,3,1,2,2,0,1,0,44.5,Software Engineer,8.15,2,6,2.21375387928743
Tier 3,7.07,0,2,0,2,1,1,0,0,47.9,Data Scientist,10.4,1,2,2.4336133554004498
Tier 1,7.04,1,5,0,3,2,3,1,1,58.3,ML Engineer,15.98,3,5,2.8320361808832013
Tier 1,4.58,1,5,1,0,2,0,1,1,34.8,Junior Developer,3.71,3,4,1.5496879080283263
Tier 3,7.38,1,3,0,2,1,2,2,1,58.1,Data Scientist,15.28,1,2,2.7899373605743945
Tier 1,5.36,2,2,0,3,1,0,2,0,32.0,Junior Developer,3.61,3,4,1.528227857008557
Tier 3,5.24,1,3,0,1,2,1,3,0,47.6,Junior Developer,4.09,1,4,1.6272778305624314
Tier 3,6.77,0,1,2,1,3,0,2,3,42.2,Software Engineer,6.95,1,6,2.0731719286662407
Tier 1,6.62,2,3,0,0,2,1,0,1,52.6,Software Engineer,9.89,3,6,2.387844936944869
Tier 3,7.04,0,1,0,3,3,1,1,0,56.8,Data Scientist,11.97,1,2,2.5626389983283526
Tier 1,4.0,2,0,1,0,4,1,0,0,29.9,Junior Developer,5.05,3,4,1.80005827204275
Tier 2,8.41,1,2,2,0,1,2,0,1,67.6,Data Scientist,19.32,2,2,3.011605622710281
Tier 3,6.01,1,0,1,3,0,1,2,1,55.4,Software Engineer,9.72,1,6,2.372111155642656
Tier 2,4.88,0,2,0,0,3,1,0,0,39.6,Junior Developer,4.7,2,4,1.7404661748405046
Tier 3,5.67,1,2,0,2,1,0,0,1,40.9,Web Developer,4.66,1,7,1.7334238922150915
Tier 1,7.73,1,2,0,2,1,2,0,1,57.2,ML Engineer,15.95,3,5,2.830267833826459
Tier 2,7.26,0,1,1,0,3,1,2,2,58.7,Backend Developer,15.62,2,0,2.810606789427302
Tier 2,7.12,1,4,0,1,2,0,1,1,44.8,Web Developer,9.98,2,7,2.3960754360813845
Tier 3,5.18,2,2,2,2,2,1,1,0,39.3,Junior Developer,4.17,1,4,1.6428726885203377
Tier 2,4.0,1,3,1,2,0,1,0,1,31.5,Junior Developer,4.38,2,4,1.682688374173693
Tier 2,7.58,1,1,0,2,5,1,2,2,58.3,Data Scientist,15.73,2,2,2.8172035149987327
Tier 1,6.32,0,1,1,2,3,0,3,0,48.5,Software Engineer,7.9,3,6,2.186051276738094
Tier 3,6.76,0,1,3,1,1,2,2,1,56.0,Data Scientist,10.01,1,2,2.3988039507345884
Tier 3,6.14,3,3,0,2,2,1,3,0,51.0,Software Engineer,10.0,1,6,2.3978952727983707
Tier 2,9.17,2,1,0,1,1,0,1,0,65.7,Software Engineer,10.04,2,6,2.401525040848949
Tier 2,7.54,2,0,0,2,2,2,1,1,61.9,Data Scientist,16.13,2,2,2.8408313123360287
Tier 1,6.53,2,2,1,1,3,1,1,2,52.0,DevOps Engineer,9.65,3,3,2.365559892155434
Tier 2,5.66,0,2,0,1,5,0,2,2,36.5,Junior Developer,4.84,2,4,1.7647307968401356
Tier 1,9.35,2,4,2,1,0,2,1,0,73.2,ML Engineer,30.68,3,5,3.455685566946225
Tier 3,6.16,0,1,1,1,0,1,2,1,37.6,Data Analyst,9.82,1,1,2.3813962734183356
Tier 3,7.87,2,2,1,1,2,2,1,1,61.3,Data Scientist,16.26,1,2,2.848391685655282
Tier 3,7.41,2,3,0,3,0,1,1,3,63.4,Data Analyst,13.43,1,1,2.6693093727857793
Tier 1,7.99,0,2,1,3,2,0,2,0,49.2,DevOps Engineer,10.8,3,3,2.468099531471619
Tier 3,8.86,2,1,0,0,3,2,1,0,71.6,Data Scientist,20.44,1,2,3.0652583362026014
Tier 1,7.36,1,2,0,2,1,0,4,0,52.7,Software Engineer,10.18,3,6,2.414126467726953
Tier 1,6.29,1,2,1,2,1,0,1,2,45.2,Web Developer,7.94,3,7,2.190535589185423
Tier 3,5.76,0,4,1,2,2,0,0,1,41.8,Web Developer,4.64,1,7,1.7298840655099674
Tier 3,9.24,0,1,0,3,1,1,1,0,68.9,Software Engineer,17.1,1,6,2.89591193827178
Tier 1,7.82,0,1,0,1,3,0,1,2,50.9,Data Analyst,10.14,3,1,2.410542234499138
Tier 1,7.87,0,0,0,0,0,2,2,0,65.3,ML Engineer,15.56,3,5,2.8069901489571136
Tier 2,6.55,1,4,1,3,1,2,1,2,51.9,Data Scientist,9.6,2,2,2.3608540011180215
Tier 2,7.4,0,3,1,1,4,0,2,1,50.5,Data Scientist,10.72,2,2,2.4612967841488667
Tier 3,5.71,1,2,0,0,1,1,1,1,36.6,Web Developer,6.31,1,7,1.9892432737616872
Tier 2,5.48,0,1,3,2,0,1,0,0,35.5,Junior Developer,4.48,2,4,1.7011051009599243
Tier 1,6.21,2,2,0,1,3,0,2,1,45.8,Software Engineer,8.24,3,6,2.2235418856535927
Tier 2,4.96,2,2,1,2,3,1,2,1,38.4,Junior Developer,4.27,2,4,1.6620303625532709
Tier 2,7.43,0,3,0,2,2,0,1,2,54.7,Data Analyst,10.59,2,1,2.4501426573516603
Tier 1,4.97,0,0,1,1,3,1,0,1,43.8,Junior Developer,4.2,3,4,1.6486586255873816
Tier 2,6.6,3,1,1,4,0,0,1,2,44.4,Web Developer,8.22,2,7,2.2213750375685026
Tier 2,6.89,1,1,3,0,2,3,2,0,54.8,Data Scientist,10.03,2,2,2.400618833265411
Tier 3,7.22,2,2,0,3,2,0,0,1,45.9,Data Analyst,6.06,1,1,1.9544450515051506
Tier 2,6.58,0,2,2,2,2,1,1,1,47.1,Web Developer,10.62,2,7,2.4527277514237653
Tier 1,6.06,0,4,3,1,2,0,1,0,49.4,Software Engineer,8.03,3,6,2.200552367428894
Tier 2,8.58,0,0,1,2,3,0,0,1,53.3,Data Analyst,6.27,2,1,1.9837562915454279
Tier 1,9.17,0,1,1,0,2,0,3,0,62.0,Data Scientist,10.78,3,2,2.4664031782234406
Tier 2,5.6,1,3,1,1,2,1,1,1,39.6,Web Developer,6.47,2,7,2.010894999144726
Tier 3,6.31,2,2,1,0,1,1,2,0,53.8,Software Engineer,10.38,1,6,2.431857428698185
Tier 3,6.79,2,1,0,2,2,1,2,0,57.0,Software Engineer,10.13,1,6,2.4096441652874536
Tier 1,8.52,0,4,2,1,1,1,3,0,54.5,Software Engineer,22.08,3,6,3.138966441639899
Tier 2,5.95,1,0,0,2,4,0,1,2,43.1,Junior Developer,4.75,2,4,1.749199854809259
Tier 2,6.23,2,0,2,1,2,1,1,2,48.7,Software Engineer,9.51,2,6,2.3523271848888596
Tier 2,7.69,1,2,0,1,1,1,1,2,53.5,Backend Developer,15.81,2,0,2.8219739474205245
Tier 3,9.2,0,3,1,1,0,1,0,3,66.2,Web Developer,15.22,1,7,2.7862450486872667
Tier 1,7.04,0,2,0,1,2,1,0,1,57.0,Software Engineer,16.2,3,6,2.8449093838194073
Tier 2,6.83,1,1,0,1,1,0,1,0,48.0,DevOps Engineer,7.91,2,3,2.187174241482718
Tier 2,7.16,1,3,0,2,1,1,0,1,42.2,Data Scientist,16.21,2,2,2.845490610223448
