college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,6.17,0,2,0,2,3,"Java, PyTorch, Docker, Linux",1,2,1,42.2,Backend Developer,9.77
Tier 2,5.24,3,1,1,1,0,Docker,0,1,0,34.2,Junior Developer,3.78
Tier 3,8.34,2,2,0,1,3,"Git, TensorFlow, Machine Learning",2,0,1,67.5,Data Scientist,17.96
Tier 2,5.86,1,1,0,3,4,"Linux, JavaScript, DSA",1,0,2,41.6,Web Developer,5.5
Tier 2,6.37,1,2,1,0,0,"Node.js, Java, PyTorch",1,2,0,54.0,Software Engineer,10.1
Tier 2,6.66,1,1,0,1,3,"Django, DSA, Docker",1,2,0,40.0,Software Engineer,10.3
Tier 2,5.49,1,4,0,1,2,"AWS, Deep Learning, HTML/CSS",1,1,1,37.4,Junior Developer,4.81
Tier 3,9.28,3,2,0,0,3,"AWS, Django, HTML/CSS, Java, Machine Learning",1,3,1,70.2,Data Scientist,22.03
Tier 3,8.41,2,0,0,3,3,"Linux, Deep Learning, JavaScript, Git",1,0,3,56.4,Data Scientist,14.77
Tier 3,7.03,3,0,0,2,1,"Excel, Django, PyTorch, JavaScript",1,1,2,51.7,Web Developer,13.49
Tier 3,6.65,0,5,1,1,3,Excel,0,0,1,42.0,Data Analyst,6.5
Tier 2,9.08,3,2,0,1,2,"Excel, DSA, Python",1,1,1,71.1,Software Engineer,21.98
Tier 3,5.82,1,0,0,0,2,"SQL, Git, Docker, Node.js",0,2,2,46.3,Web Developer,4.94
Tier 2,7.0,1,4,1,2,3,"Machine Learning, JavaScript, PyTorch, DSA, AWS",3,1,1,58.1,Data Scientist,15.69
Tier 2,8.48,1,3,0,0,3,"JavaScript, Machine Learning",1,0,1,63.8,Data Scientist,19.36
Tier 2,7.55,2,1,1,2,1,SQL,0,0,1,48.0,Data Analyst,6.52
Tier 2,7.16,0,3,0,0,1,"Django, Machine Learning, AWS",1,2,0,49.9,Data Scientist,16.2
Tier 3,7.1,2,3,0,2,1,"DSA, Java, Django, Machine Learning, AWS",2,3,0,54.3,Data Scientist,16.59
Tier 3,5.34,0,4,1,2,1,"Docker, HTML/CSS, JavaScript, Node.js",0,2,2,40.2,Junior Developer,3.36
Tier 1,6.88,1,5,1,2,2,"Linux, Docker, PyTorch, Git, Node.js",1,2,2,49.7,DevOps Engineer,10.04
Tier 2,6.29,1,1,0,3,5,"Node.js, Java",0,2,0,46.6,Software Engineer,7.97
Tier 3,9.73,0,2,0,3,1,HTML/CSS,0,0,1,72.6,Web Developer,6.04
Tier 3,6.75,0,1,0,1,3,AWS,0,1,0,43.6,DevOps Engineer,6.73
Tier 3,7.15,2,1,0,0,1,"React, PyTorch",1,1,0,50.4,Software Engineer,12.08
Tier 1,7.16,2,0,0,0,0,DSA,1,0,0,45.9,Software Engineer,16.04
Tier 3,7.38,0,2,0,2,2,"AWS, Django, Python, Git",0,3,1,52.3,Data Scientist,9.86
Tier 2,6.38,0,3,1,0,2,React,0,1,0,37.6,Software Engineer,8.79
Tier 1,5.92,2,3,2,2,5,"Node.js, Deep Learning, Git",1,1,1,38.9,Web Developer,5.76
Tier 1,7.51,1,3,1,0,2,"PyTorch, Java",1,1,0,53.7,Software Engineer,15.65
Tier 1,6.76,1,2,1,1,1,"React, Django",0,2,0,57.7,Software Engineer,8.36
Tier 1,6.25,1,5,0,1,2,Python,0,1,0,43.7,Software Engineer,7.93
Tier 2,8.19,0,2,0,0,3,"Machine Learning, Git, Node.js, Python, JavaScript",1,2,2,56.8,Data Scientist,20.79
Tier 3,7.06,0,5,2,0,1,"DSA, Java",1,1,0,49.3,Software Engineer,10.59
Tier 2,9.55,1,0,0,0,1,Deep Learning,1,0,0,77.5,Data Scientist,21.13
Tier 2,5.12,1,4,0,3,4,"Excel, Django, JavaScript",0,1,2,37.5,Junior Developer,3.53
Tier 2,6.01,0,3,2,1,5,"SQL, Node.js, Django, HTML/CSS, Excel",0,2,3,38.5,Data Analyst,7.7
Tier 3,6.66,2,1,0,2,1,React,0,1,0,42.5,Software Engineer,7.51
Tier 1,7.13,1,3,0,1,1,"HTML/CSS, Docker, Machine Learning, DSA, React",2,2,1,58.3,Data Scientist,15.76
Tier 3,5.66,2,3,3,2,0,"React, Git",0,1,1,44.6,Web Developer,4.62
Tier 2,6.85,4,1,2,1,1,React,0,1,0,49.7,Software Engineer,7.94
Tier 2,9.17,1,2,0,2,4,SQL,0,0,1,66.6,Data Analyst,6.68
Tier 2,5.83,2,2,3,2,2,"JavaScript, TensorFlow",1,0,1,51.8,Web Developer,6.01
Tier 2,6.68,1,1,1,3,2,"Python, React",0,2,0,51.7,Software Engineer,8.51
Tier 2,5.03,1,3,0,2,4,"TensorFlow, SQL",1,0,1,30.3,Junior Developer,4.08
Tier 2,6.51,0,3,0,0,3,"Java, Excel, PyTorch",1,1,1,38.7,Software Engineer,10.05
Tier 1,8.71,1,0,1,0,1,"HTML/CSS, Machine Learning",1,0,1,57.6,Data Scientist,24.38
Tier 2,6.46,0,3,1,3,3,"Git, JavaScript",0,0,2,46.7,Web Developer,6.23
Tier 3,5.29,1,1,0,1,0,"Node.js, Python",0,2,0,34.4,Junior Developer,3.67
Tier 2,5.41,0,3,1,0,1,SQL,0,0,1,32.6,Junior Developer,3.28
Tier 2,5.9,1,1,0,1,2,"AWS, Node.js, TensorFlow, Docker",1,3,0,42.8,Web Developer,5.94
Tier 1,7.26,1,6,0,1,2,"Linux, AWS, Machine Learning, TensorFlow, Git",2,1,2,54.4,ML Engineer,16.15
Tier 2,7.04,3,1,0,1,3,"Git, Python",0,1,1,39.4,Data Scientist,10.57
Tier 3,6.84,0,1,2,1,1,"Docker, HTML/CSS, Git",0,1,2,49.3,Web Developer,6.21
Tier 1,5.5,1,1,1,0,1,"Git, SQL, TensorFlow",1,0,2,37.0,Web Developer,6.29
Tier 3,5.35,2,2,1,0,3,PyTorch,1,0,0,35.9,Junior Developer,4.84
Tier 3,7.17,0,1,0,1,1,"Python, HTML/CSS, Linux, Machine Learning, Deep Learning",2,1,2,55.3,ML Engineer,14.03
Tier 1,6.95,0,3,2,2,2,"Django, TensorFlow",1,1,0,59.3,Software Engineer,9.8
Tier 3,7.46,3,1,0,3,3,"JavaScript, React",0,1,1,51.5,Web Developer,10.44
Tier 3,8.02,2,2,2,3,0,"Git, Django",0,1,1,64.5,Data Scientist,8.64
Tier 1,8.94,0,1,1,0,2,"JavaScript, Machine Learning, Excel, Docker, Django, Node.js",1,3,2,65.0,Data Scientist,23.73
Tier 1,4.0,2,1,0,0,0,"React, Docker",0,2,0,31.8,Junior Developer,3.24
Tier 2,7.22,0,6,1,1,3,"Git, JavaScript, Django",0,1,2,56.6,Web Developer,10.75
Tier 3,6.9,0,1,2,1,3,"PyTorch, Git, Node.js",1,1,1,55.5,Software Engineer,9.44
Tier 3,7.49,2,2,0,1,2,"Deep Learning, Git, Node.js",1,1,1,60.8,Data Scientist,14.22
Tier 2,7.42,1,5,1,2,2,"AWS, Java, Linux, Deep Learning",1,2,1,53.3,DevOps Engineer,16.15
Tier 2,6.85,1,2,3,1,3,"Java, Python",0,2,0,43.8,Software Engineer,8.49
Tier 3,7.43,1,3,0,1,0,"SQL, Deep Learning, Java, Django",1,2,1,53.6,Backend Developer,14.83
Tier 2,7.03,1,1,0,0,1,"Docker, Python, Machine Learning, Java",1,3,0,46.2,Backend Developer,15.98
Tier 1,6.31,1,1,1,1,1,"TensorFlow, Python, Deep Learning, SQL",2,1,1,48.3,Data Analyst,9.92
Tier 2,8.92,0,3,0,2,4,"Machine Learning, Docker, JavaScript, PyTorch, Deep Learning, Django",3,2,1,78.5,Data Scientist,24.28
Tier 3,6.5,1,0,0,2,0,"SQL, Deep Learning",1,0,1,51.8,Data Analyst,9.7
Tier 2,5.78,2,4,0,0,4,"PyTorch, HTML/CSS, Java",1,1,1,45.5,Web Developer,5.95
Tier 2,8.94,0,1,0,1,2,"AWS, Docker, Machine Learning, PyTorch, Django, Git",2,3,1,73.7,ML Engineer,23.79
Tier 3,9.01,0,0,0,2,4,"JavaScript, HTML/CSS",0,0,2,53.5,Web Developer,6.45
Tier 2,7.5,0,2,1,1,2,"SQL, DSA, Machine Learning, PyTorch, Python",3,1,1,57.0,Data Scientist,15.77
Tier 2,8.62,2,2,1,2,3,"SQL, Excel, PyTorch, HTML/CSS, Deep Learning",2,0,3,72.8,ML Engineer,23.96
Tier 1,6.62,1,2,2,2,3,"Docker, DSA",1,1,0,55.7,Software Engineer,10.38
Tier 1,6.87,2,5,1,2,2,"JavaScript, SQL",0,0,2,46.1,Web Developer,5.74
Tier 3,8.58,1,2,1,1,2,"Deep Learning, AWS, Django, Git",1,2,1,62.1,Data Scientist,16.99
Tier 3,6.82,0,1,1,2,4,"DSA, AWS, Excel",1,1,1,59.3,Software Engineer,10.08
Tier 3,6.39,0,1,0,1,2,"Node.js, Java, Excel",0,2,1,43.9,Software Engineer,7.54
Tier 2,4.95,1,5,1,1,2,"React, HTML/CSS, Machine Learning, JavaScript",1,1,2,51.8,Junior Developer,4.53
Tier 2,6.25,0,1,1,1,3,"Machine Learning, HTML/CSS, TensorFlow",2,0,1,56.0,Web Developer,10.04
Tier 3,6.62,0,4,1,1,4,"Django, Excel, AWS, PyTorch, DSA",2,2,1,54.5,ML Engineer,10.56
Tier 3,7.5,2,2,0,1,4,"JavaScript, Machine Learning",1,0,1,53.6,Data Scientist,14.14
Tier 1,7.03,0,0,1,3,1,"SQL, Java",0,1,1,41.5,Backend Developer,10.47
Tier 2,8.24,1,0,0,2,3,"Docker, Django, Java, Excel",0,3,1,48.2,Backend Developer,10.22
Tier 2,9.34,0,1,0,1,2,"Node.js, Machine Learning, HTML/CSS, Linux",1,1,2,70.7,Data Scientist,24.02
Tier 3,5.84,2,3,2,1,2,"Linux, Excel",0,0,2,40.2,Web Developer,5.16
Tier 2,6.47,1,1,1,0,1,PyTorch,1,0,0,47.6,Software Engineer,9.87
Tier 2,5.36,1,3,1,0,1,"React, Deep Learning, SQL",1,1,1,49.2,Junior Developer,4.51
Tier 2,7.12,0,2,1,1,3,Git,0,0,1,50.4,Data Scientist,6.26
Tier 2,4.85,3,3,2,1,4,Linux,0,0,1,24.1,Junior Developer,3.58
Tier 1,7.02,0,1,0,3,3,"Java, Django",0,2,0,42.4,Software Engineer,10.71
Tier 2,7.53,2,1,1,1,1,"Docker, Deep Learning, Excel",1,1,1,61.7,Data Scientist,16.19
Tier 3,4.15,0,4,0,0,1,"SQL, Machine Learning",1,0,1,43.3,Junior Developer,4.29
Tier 2,5.28,3,0,1,1,2,Linux,0,0,1,42.4,Junior Developer,3.88
Tier 3,7.58,1,4,0,3,3,HTML/CSS,0,0,1,58.4,Web Developer,6.48
Tier 3,4.66,0,3,2,1,0,"Docker, JavaScript, SQL",0,1,2,31.0,Junior Developer,3.63
Tier 3,8.2,2,0,1,1,3,"Python, Docker, React, Java",0,4,0,58.7,Software Engineer,10.34
Tier 2,8.41,0,1,1,0,1,"SQL, PyTorch, DSA, HTML/CSS, Linux",2,0,3,67.5,Data Scientist,19.39
Tier 1,7.11,1,2,0,3,2,"Docker, JavaScript",0,1,1,46.8,Web Developer,10.66
Tier 1,7.5,2,0,1,4,3,"Machine Learning, Python, TensorFlow, AWS",2,2,0,61.5,ML Engineer,15.98
Tier 3,7.09,0,1,0,2,1,"React, Java",0,2,0,47.3,Software Engineer,8.11
Tier 2,7.0,0,2,2,1,2,"Node.js, Machine Learning, Excel",1,1,1,48.2,Data Scientist,14.07
Tier 2,5.1,1,1,2,4,1,"HTML/CSS, JavaScript, PyTorch",1,0,2,41.8,Junior Developer,4.45
Tier 2,5.9,1,0,1,0,2,"Node.js, React, Django, TensorFlow",1,3,0,52.0,Web Developer,5.62
Tier 3,9.37,2,0,0,4,5,Python,0,1,0,67.7,Data Scientist,10.35
Tier 2,7.17,2,2,0,3,3,"Deep Learning, AWS, Docker, JavaScript, Java",1,3,1,56.2,DevOps Engineer,15.93
Tier 2,8.67,0,1,0,1,2,"Git, PyTorch, Linux, Python, Deep Learning, DSA",3,1,2,76.9,Data Scientist,24.49
Tier 1,5.07,0,0,1,2,4,"Python, React, HTML/CSS",0,2,1,33.5,Junior Developer,3.7
Tier 1,6.39,0,2,0,2,1,"React, TensorFlow",1,1,0,44.5,Software Engineer,9.9
Tier 3,6.79,0,0,2,3,1,"PyTorch, JavaScript, Deep Learning, Git, TensorFlow",3,0,2,56.5,ML Engineer,10.06
Tier 3,7.65,3,4,1,0,0,"DSA, JavaScript, Git, SQL, Linux",1,0,4,46.7,Software Engineer,14.04
Tier 1,6.2,1,1,3,1,0,"DSA, Java",1,1,0,47.7,Software Engineer,9.91
Tier 2,8.38,0,2,1,2,2,"JavaScript, Java",0,1,1,44.5,Software Engineer,9.94
Tier 1,6.35,2,1,1,3,5,"Docker, Machine Learning, Django, DSA",2,2,0,51.6,Software Engineer,9.59
Tier 1,7.34,0,4,0,0,3,"JavaScript, Docker",0,1,1,50.5,Web Developer,10.3
Tier 2,5.61,2,1,2,1,2,"Django, DSA, React",1,2,0,47.4,Web Developer,5.71
Tier 3,7.83,2,1,1,2,1,"Excel, PyTorch",1,0,1,64.3,Data Analyst,12.41
Tier 2,6.42,0,3,0,2,1,React,0,1,0,42.5,Software Engineer,8.04
Tier 2,5.2,1,3,2,1,3,DSA,1,0,0,45.2,Junior Developer,4.62
Tier 2,7.43,0,1,0,2,0,"Python, Java, DSA, Node.js, Docker",1,4,0,59.6,Software Engineer,16.03
Tier 3,8.21,0,2,0,3,1,"SQL, Python, PyTorch",1,1,1,64.1,Data Analyst,13.24
Tier 3,6.86,1,2,1,4,1,"PyTorch, Machine Learning, HTML/CSS, DSA, Git",3,0,2,70.0,ML Engineer,10.61
Tier 3,6.8,2,0,0,1,1,"React, Excel",0,1,1,43.5,Software Engineer,6.84
Tier 3,8.54,1,2,1,2,1,"Django, DSA, React, Docker, PyTorch, JavaScript",2,3,1,72.9,Data Scientist,22.48
Tier 2,7.02,4,3,0,3,2,"PyTorch, AWS, Java, DSA, Django",2,3,0,52.3,Data Scientist,15.98
Tier 2,8.75,0,0,0,2,2,"Java, Node.js, Machine Learning, Python, TensorFlow",2,3,0,71.7,ML Engineer,23.42
Tier 2,4.54,2,1,1,0,1,"DSA, Java, Deep Learning",2,1,0,43.5,Junior Developer,4.93
Tier 3,6.5,0,1,1,1,3,Java,0,1,0,45.4,Software Engineer,5.64
Tier 2,7.82,1,3,1,0,0,"JavaScript, Deep Learning, Excel",1,0,2,57.7,Data Scientist,16.02
Tier 1,8.79,0,1,0,2,0,"Deep Learning, Python, Linux, Java",1,2,1,64.5,Data Scientist,23.74
Tier 3,7.22,2,0,2,2,3,Docker,0,1,0,53.5,DevOps Engineer,7.15
Tier 2,7.5,1,1,0,1,2,"SQL, DSA, Django",1,1,1,53.8,Software Engineer,16.05
Tier 2,7.05,1,1,0,1,0,"Node.js, Machine Learning, AWS, React",1,3,0,59.6,Data Scientist,16.18
Tier 3,7.74,0,1,1,3,2,"Node.js, Deep Learning, React, JavaScript, PyTorch",2,2,1,63.2,Data Scientist,15.87
Tier 2,7.9,1,2,0,0,1,"Excel, SQL, Deep Learning, PyTorch",2,0,2,62.4,Data Scientist,15.49
Tier 3,5.66,2,2,2,1,1,"Excel, AWS",0,1,1,46.3,Web Developer,4.24
Tier 1,7.14,0,3,3,3,1,Docker,0,1,0,54.3,DevOps Engineer,10.27
Tier 2,7.29,1,1,0,3,1,"Git, Machine Learning, JavaScript, Python, DSA",2,1,2,58.1,Data Scientist,16.06
Tier 2,7.47,0,2,1,2,1,"Git, PyTorch, Deep Learning, Machine Learning",3,0,1,64.3,ML Engineer,15.88
Tier 1,7.52,2,2,1,2,2,"Machine Learning, SQL",1,0,1,53.4,Data Scientist,15.93
Tier 1,5.87,1,3,1,2,2,"SQL, Machine Learning, DSA",2,0,1,54.7,Web Developer,6.09
Tier 3,6.82,2,0,1,1,0,"Django, SQL, Node.js, AWS",0,3,1,43.4,Data Analyst,7.28
Tier 2,7.38,1,1,0,1,2,"Deep Learning, Python",1,1,0,64.6,Data Scientist,15.91
Tier 2,8.47,0,3,0,1,4,"Node.js, Java",0,2,0,60.1,Software Engineer,10.52
Tier 3,6.93,0,2,0,0,3,"Git, PyTorch, Java",1,1,1,48.8,Software Engineer,10.22
Tier 1,7.65,3,0,0,2,2,"Node.js, SQL",0,1,1,52.7,Data Analyst,10.16
Tier 2,7.99,1,2,1,1,1,"Django, Git, Machine Learning",1,1,1,65.3,Data Scientist,15.9
Tier 3,7.89,0,2,0,2,3,Linux,0,0,1,56.8,DevOps Engineer,6.4
Tier 3,6.17,0,1,2,4,3,"Node.js, Machine Learning, Deep Learning, Python, SQL",2,2,1,50.9,Data Analyst,10.03
Tier 3,5.72,0,0,1,3,0,"Deep Learning, SQL, Java, Node.js",1,2,1,50.1,Web Developer,6.05
Tier 1,7.75,0,2,0,1,3,DSA,1,0,0,56.9,Software Engineer,15.77
Tier 3,7.08,4,4,0,0,3,JavaScript,0,0,1,49.4,Web Developer,5.98
Tier 1,6.84,1,2,0,1,1,Linux,0,0,1,50.5,DevOps Engineer,6.61
Tier 2,6.18,0,0,1,0,5,"Django, JavaScript, AWS",0,2,1,45.9,Web Developer,8.13
Tier 2,7.05,0,3,0,0,2,"React, Excel, Git, Docker",0,2,2,56.5,Software Engineer,10.27
Tier 2,8.27,4,0,0,3,3,"Excel, Machine Learning, JavaScript",1,0,2,57.5,Data Scientist,22.17
Tier 3,7.16,0,2,0,0,3,Linux,0,0,1,64.7,DevOps Engineer,6.17
Tier 3,5.65,0,1,0,2,2,Excel,0,0,1,40.6,Web Developer,4.67
Tier 2,6.76,1,3,1,1,2,"PyTorch, Linux, Python, Machine Learning",2,1,1,57.2,Data Scientist,9.73
Tier 3,5.17,2,0,0,3,3,"TensorFlow, PyTorch, AWS",2,1,0,44.7,Junior Developer,4.18
Tier 2,6.79,2,0,0,1,2,"Linux, Machine Learning, TensorFlow, JavaScript",2,0,2,57.5,ML Engineer,9.93
Tier 3,5.89,1,2,2,1,3,JavaScript,0,0,1,42.1,Web Developer,5.05
Tier 1,6.88,2,2,4,2,1,"Python, Node.js, SQL",0,2,1,43.9,Data Analyst,7.75
Tier 1,5.64,0,2,0,3,1,"HTML/CSS, React",0,1,1,37.7,Web Developer,4.54
Tier 3,6.27,0,0,2,2,2,"Deep Learning, Git, JavaScript, React, DSA",2,1,2,55.6,Software Engineer,9.56
Tier 1,5.48,1,2,2,2,2,"DSA, JavaScript",1,0,1,34.9,Junior Developer,4.22
Tier 3,8.59,2,1,0,3,0,Machine Learning,1,0,0,63.3,Data Scientist,15.93
Tier 3,6.58,0,1,1,1,1,Git,0,0,1,38.5,Software Engineer,4.48
Tier 2,6.77,0,2,0,1,0,"Linux, Django",0,1,1,50.1,DevOps Engineer,8.33
Tier 2,7.25,2,0,1,1,1,"SQL, Node.js",0,1,1,52.0,Data Analyst,10.51
Tier 3,6.07,0,4,1,0,2,Git,0,0,1,40.0,Software Engineer,5.15
Tier 1,6.33,1,1,0,2,7,"HTML/CSS, Django, PyTorch",1,1,1,40.1,Web Developer,9.73
Tier 2,4.83,1,0,1,0,1,"Deep Learning, AWS, Linux",1,1,1,36.4,Junior Developer,4.91
Tier 2,6.64,1,1,1,0,2,"Node.js, Docker, Deep Learning, DSA, Python",2,3,0,56.6,Data Scientist,10.22
Tier 2,10.0,2,2,1,1,3,"TensorFlow, SQL",1,0,1,62.8,Data Scientist,24.61
Tier 3,5.18,0,3,0,1,2,"Excel, Python, Django",0,2,1,41.7,Junior Developer,3.16
Tier 2,7.55,1,2,0,1,1,"Excel, AWS, Git, TensorFlow, Machine Learning",2,1,2,59.6,ML Engineer,16.0
Tier 2,7.71,0,3,0,0,3,"Linux, Django, Excel, React",0,2,2,52.1,Software Engineer,9.81
Tier 2,6.32,0,4,2,0,1,"SQL, Excel, JavaScript",0,0,3,38.3,Data Analyst,6.19
Tier 3,6.26,0,2,0,3,2,"Deep Learning, TensorFlow",2,0,0,47.6,Software Engineer,9.84
Tier 3,7.91,1,1,0,2,3,"Machine Learning, React, Node.js",1,2,0,58.3,Data Scientist,14.94
Tier 1,6.67,1,3,1,3,2,"PyTorch, Git, SQL, Java, HTML/CSS",1,1,3,52.8,Backend Developer,9.91
Tier 1,4.0,0,3,2,3,0,JavaScript,0,0,1,21.5,Junior Developer,3.41
Tier 3,8.23,1,1,0,2,3,"Excel, PyTorch, Java, AWS, TensorFlow, Linux",2,2,2,66.4,Data Scientist,18.51
Tier 2,6.42,1,1,1,1,4,"DSA, Java, PyTorch, TensorFlow, Python",3,2,0,61.1,Software Engineer,9.87
Tier 2,7.13,0,3,0,0,1,"HTML/CSS, SQL, Node.js",0,1,2,53.7,Web Developer,10.22
Tier 2,5.97,2,0,0,5,1,Docker,0,1,0,38.7,Web Developer,4.79
Tier 2,7.14,0,2,0,2,3,"AWS, HTML/CSS, Django, Excel, Linux",0,2,3,58.2,DevOps Engineer,10.05
Tier 2,8.74,0,1,1,2,0,"PyTorch, Docker, TensorFlow, HTML/CSS, SQL",2,1,2,65.5,Data Scientist,23.81
Tier 3,7.9,4,1,0,0,1,Excel,0,0,1,52.9,Data Analyst,6.06
Tier 2,9.37,0,1,0,3,3,Git,0,0,1,60.2,Data Scientist,5.94
Tier 2,8.14,0,0,2,1,1,"PyTorch, TensorFlow",2,0,0,67.0,Data Scientist,15.84
Tier 2,7.14,0,0,0,1,3,PyTorch,1,0,0,56.3,Data Scientist,13.79
Tier 2,5.34,2,3,2,1,1,"PyTorch, AWS",1,1,0,41.0,Junior Developer,4.55
Tier 3,9.39,0,4,0,1,4,DSA,1,0,0,67.5,Software Engineer,18.2
Tier 1,5.25,2,4,1,2,3,Docker,0,1,0,36.1,Junior Developer,3.94
Tier 3,5.95,2,1,2,0,1,"HTML/CSS, React",0,1,1,37.6,Web Developer,5.22
Tier 2,6.46,1,3,1,2,2,Django,0,1,0,44.5,Software Engineer,8.15
Tier 3,7.07,0,2,0,2,1,Machine Learning,1,0,0,47.9,Data Scientist,10.4
Tier 1,7.04,1,5,0,3,2,"Deep Learning, JavaScript, Java, PyTorch, DSA",3,1,1,58.3,ML Engineer,15.98
Tier 1,4.58,1,5,1,0,2,"Django, JavaScript",0,1,1,34.8,Junior Developer,3.71
Tier 3,7.38,1,3,0,2,1,"Django, Java, JavaScript, Machine Learning, PyTorch",2,2,1,58.1,Data Scientist,15.28
Tier 1,5.36,2,2,0,3,1,"React, Django",0,2,0,32.0,Junior Developer,3.61
Tier 3,5.24,1,3,0,1,2,"Python, Docker, Node.js, TensorFlow",1,3,0,47.6,Junior Developer,4.09
Tier 3,6.77,0,1,2,1,3,"HTML/CSS, Java, Excel, Linux, Node.js",0,2,3,42.2,Software Engineer,6.95
Tier 1,6.62,2,3,0,0,2,"Linux, DSA",1,0,1,52.6,Software Engineer,9.89
Tier 3,7.04,0,1,0,3,3,"React, Machine Learning",1,1,0,56.8,Data Scientist,11.97
Tier 1,4.0,2,0,1,0,4,DSA,1,0,0,29.9,Junior Developer,5.05
Tier 2,8.41,1,2,2,0,1,"DSA, JavaScript, Deep Learning",2,0,1,67.6,Data Scientist,19.32
Tier 3,6.01,1,0,1,3,0,"Git, React, Deep Learning, Docker",1,2,1,55.4,Software Engineer,9.72
Tier 2,4.88,0,2,0,0,3,Machine Learning,1,0,0,39.6,Junior Developer,4.7
Tier 3,5.67,1,2,0,2,1,HTML/CSS,0,0,1,40.9,Web Developer,4.66
Tier 1,7.73,1,2,0,2,1,"DSA, Linux, TensorFlow",2,0,1,57.2,ML Engineer,15.95
Tier 2,7.26,0,1,1,0,3,"SQL, Linux, Python, Deep Learning, Docker",1,2,2,58.7,Backend Developer,15.62
Tier 2,7.12,1,4,0,1,2,"JavaScript, Node.js",0,1,1,44.8,Web Developer,9.98
Tier 3,5.18,2,2,2,2,2,"DSA, React",1,1,0,39.3,Junior Developer,4.17
Tier 2,4.0,1,3,1,2,0,"Deep Learning, Git",1,0,1,31.5,Junior Developer,4.38
Tier 2,7.58,1,1,0,2,5,"Excel, Git, Node.js, Java, Machine Learning",1,2,2,58.3,Data Scientist,15.73
Tier 1,6.32,0,1,1,2,3,"Docker, Java, React",0,3,0,48.5,Software Engineer,7.9
Tier 3,6.76,0,1,3,1,1,"Docker, Deep Learning, Git, TensorFlow, Node.js",2,2,1,56.0,Data Scientist,10.01
Tier 3,6.14,3,3,0,2,2,"AWS, Java, Python, Deep Learning",1,3,0,51.0,Software Engineer,10.0
Tier 2,9.17,2,1,0,1,1,React,0,1,0,65.7,Software Engineer,10.04
Tier 2,7.54,2,0,0,2,2,"DSA, Excel, React, PyTorch",2,1,1,61.9,Data Scientist,16.13
Tier 1,6.53,2,2,1,1,3,"Excel, Linux, AWS, PyTorch",1,1,2,52.0,DevOps Engineer,9.65
Tier 2,5.66,0,2,0,1,5,"Git, SQL, Django, Python",0,2,2,36.5,Junior Developer,4.84
Tier 1,9.35,2,4,2,1,0,"AWS, Machine Learning, DSA",2,1,0,73.2,ML Engineer,30.68
Tier 3,6.16,0,1,1,1,0,"Django, Deep Learning, Docker, Excel",1,2,1,37.6,Data Analyst,9.82
Tier 3,7.87,2,2,1,1,2,"PyTorch, Git, Docker, DSA",2,1,1,61.3,Data Scientist,16.26
Tier 3,7.41,2,3,0,3,0,"Docker, SQL, HTML/CSS, Deep Learning, Excel",1,1,3,63.4,Data Analyst,13.43
Tier 1,7.99,0,2,1,3,2,"AWS, Node.js",0,2,0,49.2,DevOps Engineer,10.8
Tier 3,8.86,2,1,0,0,3,"DSA, Machine Learning, React",2,1,0,71.6,Data Scientist,20.44
Tier 1,7.36,1,2,0,2,1,"React, Java, Docker, Django",0,4,0,52.7,Software Engineer,10.18
Tier 1,6.29,1,2,1,2,1,"Django, HTML/CSS, JavaScript",0,1,2,45.2,Web Developer,7.94
Tier 3,5.76,0,4,1,2,2,JavaScript,0,0,1,41.8,Web Developer,4.64
Tier 3,9.24,0,1,0,3,1,"PyTorch, Java",1,1,0,68.9,Software Engineer,17.1
Tier 1,7.82,0,1,0,1,3,"Excel, SQL, Django",0,1,2,50.9,Data Analyst,10.14
Tier 1,7.87,0,0,0,0,0,"TensorFlow, React, Deep Learning, Node.js",2,2,0,65.3,ML Engineer,15.56
Tier 2,6.55,1,4,1,3,1,"JavaScript, Machine Learning, Deep Learning, Django, Git",2,1,2,51.9,Data Scientist,9.6
Tier 2,7.4,0,3,1,1,4,"HTML/CSS, Python, Node.js",0,2,1,50.5,Data Scientist,10.72
Tier 3,5.71,1,2,0,0,1,"React, TensorFlow, JavaScript",1,1,1,36.6,Web Developer,6.31
Tier 2,5.48,0,1,3,2,0,Deep Learning,1,0,0,35.5,Junior Developer,4.48
Tier 1,6.21,2,2,0,1,3,"React, AWS, Linux",0,2,1,45.8,Software Engineer,8.24
Tier 2,4.96,2,2,1,2,3,"Docker, SQL, TensorFlow, Java",1,2,1,38.4,Junior Developer,4.27
Tier 2,7.43,0,3,0,2,2,"Git, Excel, Python",0,1,2,54.7,Data Analyst,10.59
Tier 1,4.97,0,0,1,1,3,"Machine Learning, Git",1,0,1,43.8,Junior Developer,4.2
Tier 2,6.6,3,1,1,4,0,"Git, AWS, JavaScript",0,1,2,44.4,Web Developer,8.22
Tier 2,6.89,1,1,3,0,2,"Node.js, Deep Learning, TensorFlow, Java, PyTorch",3,2,0,54.8,Data Scientist,10.03
Tier 3,7.22,2,2,0,3,2,SQL,0,0,1,45.9,Data Analyst,6.06
Tier 2,6.58,0,2,2,2,2,"JavaScript, Deep Learning, Django",1,1,1,47.1,Web Developer,10.62
