college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,7.2,0,7,0,"TensorFlow, SQL, Linux, HTML/CSS, PyTorch",2,0,3,58.6,ML Engineer,15.71
Tier 3,8.0,2,3,0,"Deep Learning, Java, Linux, SQL",1,1,2,63.1,Backend Developer,17.03
Tier 3,7.75,0,3,0,"SQL, Python, Docker",0,2,1,47.9,Backend Developer,10.03
Tier 3,6.42,1,1,2,Excel,0,0,1,41.7,Data Analyst,5.09
Tier 3,8.7,3,2,0,"JavaScript, Excel, DSA, HTML/CSS, Python, Docker",1,2,3,61.9,Software Engineer,21.61
Tier 3,7.88,0,1,0,"Python, DSA, JavaScript",1,1,1,57.1,Software Engineer,13.36
Tier 2,7.13,1,2,0,"Django, AWS, Linux, Java",0,3,1,52.8,DevOps Engineer,10.34
Tier 2,8.11,2,1,0,"Java, AWS",0,2,0,61.2,Software Engineer,10.27
Tier 2,4.0,2,3,2,"Git, PyTorch, Python",1,1,1,33.0,Junior Developer,4.35
Tier 1,6.9,0,1,1,"SQL, TensorFlow, DSA",2,0,1,52.6,Data Scientist,9.69
Tier 1,5.76,0,3,2,"Django, Excel, Node.js, Java",0,3,1,36.6,Web Developer,4.48
Tier 2,5.56,2,5,2,"PyTorch, Excel",1,0,1,51.9,Web Developer,6.11
Tier 1,7.58,2,2,1,"HTML/CSS, SQL, Excel, JavaScript",0,0,4,50.2,Web Developer,6.41
Tier 2,5.85,1,6,2,Machine Learning,1,0,0,42.3,Web Developer,6.16
Tier 2,5.44,4,3,2,"PyTorch, Django",1,1,0,36.0,Junior Developer,4.48
Tier 1,7.55,0,4,0,Java,0,1,0,56.3,Software Engineer,10.53
Tier 3,7.59,1,0,1,"JavaScript, Excel, Java, HTML/CSS, Deep Learning",1,1,3,54.5,Web Developer,12.49
Tier 2,5.79,3,4,1,"JavaScript, Git",0,0,2,31.6,Web Developer,4.92
Tier 3,5.76,1,2,1,TensorFlow,1,0,0,37.6,Web Developer,6.54
Tier 1,6.21,0,0,1,SQL,0,0,1,50.4,Data Analyst,5.53
Tier 3,5.58,1,0,0,"Node.js, Django, TensorFlow",1,2,0,45.7,Web Developer,5.85
Tier 3,5.0,1,1,1,Git,0,0,1,42.6,Junior Developer,3.42
Tier 1,6.23,0,1,0,Python,0,1,0,52.1,Software Engineer,7.48
Tier 2,6.85,0,3,0,Java,0,1,0,47.5,Software Engineer,8.06
Tier 3,7.24,2,0,1,"Docker, AWS, SQL",0,2,1,46.6,DevOps Engineer,8.78
Tier 2,8.22,1,3,0,"Linux, JavaScript, Java, Excel",0,1,3,60.3,Software Engineer,10.5
Tier 2,7.47,2,0,0,"Machine Learning, AWS, Java",1,2,0,49.7,Data Scientist,15.9
Tier 2,5.05,2,1,1,AWS,0,1,0,35.2,Junior Developer,3.55
Tier 3,7.27,2,2,0,"DSA, AWS",1,1,0,53.0,Software Engineer,14.8
Tier 2,8.55,0,1,0,"Java, Git",0,1,1,61.6,Software Engineer,10.57
Tier 1,6.16,0,0,1,"SQL, Git, HTML/CSS, PyTorch, JavaScript",1,0,4,42.8,Web Developer,10.48
Tier 2,8.2,0,6,1,"TensorFlow, PyTorch",2,0,0,66.2,Data Scientist,20.09
Tier 2,6.78,2,1,3,"JavaScript, Deep Learning",1,0,1,48.4,Web Developer,9.6
Tier 3,7.83,1,3,1,DSA,1,0,0,56.9,Software Engineer,13.14
Tier 2,7.03,0,2,1,Docker,0,1,0,39.6,DevOps Engineer,7.25
Tier 2,7.98,0,1,0,"React, Java, DSA",1,2,0,63.8,Software Engineer,16.1
Tier 1,7.68,0,1,0,"Java, TensorFlow, Docker",1,2,0,62.6,Backend Developer,16.88
Tier 2,8.49,0,3,2,"DSA, Deep Learning, Machine Learning, Linux, Node.js",3,1,1,71.9,Data Scientist,23.33
Tier 2,6.72,1,2,3,Excel,0,0,1,42.8,Data Analyst,5.34
Tier 3,7.43,1,2,0,Docker,0,1,0,52.6,DevOps Engineer,9.14
Tier 3,6.66,0,0,0,"Python, Deep Learning",1,1,0,52.7,Software Engineer,10.73
Tier 2,7.52,0,0,0,"Python, React, Git, HTML/CSS",0,2,2,49.0,Software Engineer,9.81
Tier 3,7.14,1,3,0,"Python, PyTorch, Java",1,2,0,56.2,Software Engineer,14.52
Tier 3,7.0,2,0,1,"Java, TensorFlow",1,1,0,48.5,Data Scientist,11.38
Tier 3,5.81,1,1,1,"AWS, HTML/CSS, Django",0,2,1,43.9,Web Developer,5.59
Tier 1,5.67,2,0,2,Docker,0,1,0,41.5,Web Developer,4.9
Tier 2,4.5,1,3,0,"TensorFlow, Linux",1,0,1,34.6,Junior Developer,4.87
Tier 2,6.45,1,0,1,"Node.js, AWS",0,2,0,47.6,Software Engineer,7.74
Tier 2,7.23,0,2,1,"JavaScript, Git, Excel, React",0,1,3,47.8,Web Developer,8.94
Tier 2,6.17,0,1,1,Linux,0,0,1,47.7,Software Engineer,5.47
Tier 2,7.78,1,3,1,"Deep Learning, PyTorch, Linux, JavaScript, Machine Learning",3,0,2,60.8,ML Engineer,16.21
Tier 2,7.95,2,3,0,"JavaScript, Node.js, DSA, PyTorch",2,1,1,65.1,Data Scientist,16.14
Tier 3,7.24,2,2,0,"Docker, DSA, TensorFlow, AWS, Git",2,2,1,60.2,Data Scientist,15.7
Tier 2,8.12,0,1,0,"AWS, JavaScript, SQL, Linux, PyTorch, Python",1,2,3,65.1,Data Analyst,13.15
Tier 1,5.35,0,4,0,"Excel, Python, Deep Learning",1,1,1,41.6,Junior Developer,4.17
Tier 3,8.07,2,1,1,"TensorFlow, AWS, DSA, SQL, Linux, Git",2,1,3,56.9,Data Scientist,18.22
Tier 2,8.25,2,0,1,"Linux, TensorFlow, AWS, React, Excel",1,2,2,64.4,DevOps Engineer,18.87
Tier 3,6.92,0,0,1,"AWS, Excel, Django, Node.js, Docker",0,4,1,45.7,DevOps Engineer,8.02
Tier 2,5.52,2,5,0,"Django, SQL, React, Excel",0,2,2,44.5,Web Developer,5.15
Tier 2,6.03,3,0,1,"TensorFlow, Git, Machine Learning, JavaScript",2,0,2,50.0,Web Developer,9.96
Tier 1,7.4,0,2,1,"Linux, SQL, HTML/CSS, Git, JavaScript",0,0,5,59.0,Web Developer,6.52
Tier 3,8.31,1,5,1,"Docker, SQL, Machine Learning, Excel, Linux",1,1,3,64.7,Data Analyst,12.78
Tier 3,7.44,0,6,0,"PyTorch, Linux, Java, Node.js, Docker",1,3,1,45.6,DevOps Engineer,16.36
Tier 2,8.41,1,1,1,"Linux, SQL, Machine Learning, PyTorch",2,0,2,60.3,Data Scientist,19.54
Tier 2,7.48,1,4,0,"SQL, PyTorch, Machine Learning, AWS",2,1,1,55.3,Data Scientist,16.16
Tier 3,8.6,4,2,0,"Docker, Git, JavaScript",0,1,2,62.1,Web Developer,10.34
Tier 2,9.11,0,0,0,"Node.js, PyTorch, HTML/CSS",1,1,1,75.6,Web Developer,15.16
Tier 3,6.82,3,3,1,"Node.js, Django, AWS",0,3,0,49.2,DevOps Engineer,8.02
Tier 2,8.43,0,1,4,JavaScript,0,0,1,58.4,Web Developer,5.91
Tier 1,6.79,0,1,0,PyTorch,1,0,0,43.0,Software Engineer,9.86
Tier 1,6.26,0,1,0,"Python, JavaScript, SQL",0,1,2,49.1,Data Analyst,8.41
Tier 3,5.63,0,2,0,"Django, Excel, DSA",1,1,1,43.3,Web Developer,5.75
Tier 3,7.69,1,2,1,"Machine Learning, Django, Python, HTML/CSS",1,2,1,48.9,Data Scientist,14.48
Tier 1,6.97,1,1,1,Django,0,1,0,51.5,Software Engineer,8.49
Tier 2,8.36,1,5,0,"DSA, Machine Learning, SQL, React",2,1,1,69.9,ML Engineer,23.93
Tier 3,9.04,2,2,0,"Git, Excel, Node.js, PyTorch, AWS, DSA",2,2,2,68.8,Data Scientist,24.3
Tier 3,7.31,1,2,0,DSA,1,0,0,48.9,Software Engineer,11.85
Tier 1,7.48,1,1,0,"Python, HTML/CSS",0,1,1,49.6,Data Scientist,10.65
Tier 3,5.67,1,1,3,"HTML/CSS, Deep Learning, Linux, Excel",1,0,3,44.8,Web Developer,5.67
Tier 2,7.82,0,2,0,"Deep Learning, Python",1,1,0,60.2,Data Scientist,16.11
Tier 3,8.62,0,2,0,"JavaScript, PyTorch, Excel, DSA",2,0,2,71.8,ML Engineer,20.29
Tier 3,6.2,0,4,1,"Deep Learning, HTML/CSS, React",1,1,1,44.8,Web Developer,10.42
Tier 2,6.54,0,1,1,TensorFlow,1,0,0,51.7,Software Engineer,10.01
Tier 1,8.06,1,0,0,"Git, JavaScript",0,0,2,62.4,Web Developer,6.33
Tier 3,5.14,0,1,1,"JavaScript, Java, AWS",0,2,1,34.5,Junior Developer,3.48
Tier 3,5.64,1,1,1,"Excel, Linux, TensorFlow",1,0,2,46.9,Web Developer,6.55
Tier 2,6.79,0,0,2,"Java, SQL, Deep Learning",1,1,1,54.9,Backend Developer,9.79
Tier 2,5.55,0,4,1,"Excel, Python, React, HTML/CSS",0,2,2,40.5,Web Developer,4.96
Tier 2,5.84,1,4,0,"Node.js, SQL",0,1,1,36.0,Web Developer,4.77
Tier 1,6.04,0,3,1,"Docker, Django",0,2,0,43.9,Backend Developer,7.66
Tier 2,7.1,0,4,2,"HTML/CSS, Machine Learning",1,0,1,38.7,Data Scientist,12.82
Tier 3,5.66,1,5,0,"React, Django, Node.js, Git",0,3,1,37.0,Web Developer,4.48
Tier 1,8.47,0,2,0,Java,0,1,0,58.0,Software Engineer,10.63
Tier 1,5.05,1,0,2,"Docker, Git, Linux, Deep Learning",1,1,2,43.6,Junior Developer,4.88
Tier 1,9.29,1,1,2,"Node.js, AWS, JavaScript, Java, TensorFlow, Excel",1,3,2,73.1,Data Scientist,23.86
Tier 3,9.89,0,2,0,"DSA, Deep Learning, SQL, Java",2,1,1,79.3,ML Engineer,23.78
Tier 1,4.91,3,3,0,Deep Learning,1,0,0,41.3,Junior Developer,4.38
Tier 1,9.27,0,2,0,"React, Docker, Python, DSA, Java, HTML/CSS",1,4,1,71.0,Software Engineer,22.13
Tier 2,4.4,0,2,0,"Node.js, React, Docker, Linux",0,3,1,29.2,Junior Developer,3.14
Tier 3,4.0,1,3,1,"Python, PyTorch",1,1,0,33.0,Junior Developer,4.63
Tier 1,6.39,1,1,3,"PyTorch, Python",1,1,0,48.9,Software Engineer,9.71
Tier 2,6.75,3,2,3,"React, PyTorch",1,1,0,48.9,Software Engineer,9.91
Tier 2,5.72,2,1,0,Git,0,0,1,31.1,Web Developer,4.44
Tier 1,6.65,2,3,4,"JavaScript, Deep Learning, Excel, TensorFlow",2,0,2,61.9,Data Scientist,9.83
Tier 2,9.39,1,1,1,"Docker, Machine Learning, HTML/CSS",1,1,1,71.5,Data Scientist,21.87
Tier 3,8.4,1,2,0,"TensorFlow, DSA",2,0,0,70.2,Data Scientist,16.61
Tier 1,6.73,0,0,3,"Machine Learning, Deep Learning, Git, React",2,1,1,54.7,Data Scientist,10.39
Tier 1,5.59,2,3,2,"Docker, Linux",0,1,1,41.3,Web Developer,4.45
Tier 2,6.14,1,1,1,"Excel, Docker, Python",0,2,1,37.8,Data Analyst,7.75
Tier 2,6.73,0,2,0,"HTML/CSS, SQL, Python, JavaScript, Java",0,2,3,49.6,Backend Developer,7.89
Tier 3,6.83,0,0,1,"DSA, JavaScript, AWS, TensorFlow, PyTorch",3,1,1,63.5,ML Engineer,10.02
Tier 2,6.51,0,2,1,"React, Linux, PyTorch",1,1,1,49.8,Software Engineer,10.13
Tier 1,8.14,0,3,0,"Node.js, Deep Learning, Git, TensorFlow",2,1,1,59.9,ML Engineer,24.13
Tier 3,7.56,0,3,0,"Excel, HTML/CSS, AWS, SQL, Python",0,2,3,57.1,Data Analyst,10.29
Tier 2,4.0,0,2,2,"Docker, Java, React",0,3,0,26.1,Junior Developer,3.55
Tier 3,6.8,0,2,0,"Git, Node.js, TensorFlow, DSA",2,1,1,55.1,ML Engineer,9.88
Tier 2,5.87,1,3,1,"HTML/CSS, Django, Linux",0,1,2,44.1,Web Developer,5.09
Tier 1,7.62,2,1,0,"DSA, Java, PyTorch",2,1,0,55.4,Data Scientist,16.27
Tier 1,8.07,1,2,0,"Linux, Machine Learning, React",1,1,1,69.6,Data Scientist,21.59
Tier 3,4.74,1,5,1,"Machine Learning, Docker, React",1,2,0,32.4,Junior Developer,4.3
Tier 3,6.07,1,0,3,"Node.js, Java",0,2,0,46.6,Software Engineer,4.76
Tier 3,9.03,2,1,1,Git,0,0,1,58.0,Data Scientist,6.63
Tier 3,8.64,0,0,0,"SQL, PyTorch, React",1,1,1,68.0,Software Engineer,17.23
Tier 2,7.39,0,2,1,"Machine Learning, HTML/CSS, DSA",2,0,1,58.1,Data Scientist,15.99
Tier 2,6.78,0,3,0,Node.js,0,1,0,45.9,Software Engineer,8.07
Tier 3,7.09,0,4,0,"Python, SQL, Deep Learning, PyTorch, Git",2,1,2,49.3,Data Scientist,16.32
Tier 3,6.79,0,2,3,"Python, Excel, Java, PyTorch, Django",1,3,1,55.4,Software Engineer,10.11
Tier 2,7.18,0,0,0,TensorFlow,1,0,0,57.5,Data Scientist,11.44
Tier 2,8.46,0,3,0,"React, SQL, TensorFlow",1,1,1,71.9,Data Scientist,18.77
Tier 1,7.34,1,1,0,"AWS, Node.js",0,2,0,46.8,DevOps Engineer,10.81
Tier 3,8.4,2,0,0,"TensorFlow, Python, AWS, Excel, Git, HTML/CSS",1,2,3,63.5,Data Scientist,17.57
Tier 3,5.09,1,0,0,HTML/CSS,0,0,1,35.5,Junior Developer,3.68
Tier 3,8.28,3,1,1,"JavaScript, PyTorch, Machine Learning, Node.js, SQL",2,1,2,66.4,Data Scientist,19.02
Tier 2,6.52,1,5,2,Excel,0,0,1,56.1,Data Analyst,6.1
Tier 2,6.57,0,1,1,Django,0,1,0,48.1,Software Engineer,6.32
Tier 2,7.1,0,0,0,"PyTorch, TensorFlow",2,0,0,50.0,ML Engineer,14.94
Tier 1,8.32,0,2,0,React,0,1,0,60.6,Software Engineer,10.65
Tier 3,7.29,2,2,0,"HTML/CSS, Django, JavaScript",0,1,2,53.5,Web Developer,10.31
Tier 3,7.85,0,1,1,"Django, SQL",0,1,1,53.7,Data Analyst,7.66
Tier 1,5.59,1,3,0,"Python, PyTorch, Django",1,2,0,45.3,Junior Developer,6.02
Tier 3,6.29,0,1,2,"React, Excel, PyTorch, HTML/CSS, Linux",1,1,3,47.2,Web Developer,9.65
Tier 1,4.98,0,3,1,"AWS, Excel, PyTorch",1,1,1,39.7,Junior Developer,4.65
Tier 2,9.93,1,1,0,"Java, Deep Learning, React, Node.js, TensorFlow",2,3,0,74.8,Data Scientist,24.35
Tier 1,6.13,0,0,1,"Excel, SQL, Java",0,1,2,44.0,Data Analyst,7.15
Tier 2,8.33,1,3,0,Django,0,1,0,55.5,Data Scientist,10.33
Tier 2,5.62,1,4,1,"Django, HTML/CSS",0,1,1,41.8,Web Developer,4.97
Tier 2,7.23,0,3,0,"Deep Learning, Docker",1,1,0,54.1,Data Scientist,16.0
Tier 2,4.0,2,3,1,"TensorFlow, Node.js",1,1,0,29.1,Junior Developer,4.75
Tier 1,6.79,1,0,2,"Java, Django, Machine Learning, PyTorch, Git",2,2,1,50.2,ML Engineer,9.91
Tier 2,5.26,0,4,2,"TensorFlow, Linux, Machine Learning, Deep Learning",3,0,1,51.2,Junior Developer,4.9
Tier 2,7.63,1,2,0,Deep Learning,1,0,0,56.9,Data Scientist,15.4
Tier 2,6.26,2,1,1,"HTML/CSS, Django",0,1,1,41.2,Web Developer,7.77
Tier 2,6.35,1,3,1,"DSA, Git, TensorFlow, Deep Learning",3,0,1,55.8,Software Engineer,10.04
Tier 3,6.12,2,1,0,"PyTorch, Python",1,1,0,57.4,Software Engineer,10.18
Tier 2,6.41,0,1,0,"Java, Machine Learning, Node.js",1,2,0,53.0,Software Engineer,9.51
Tier 1,7.14,0,3,0,"Java, Deep Learning, React, TensorFlow",2,2,0,54.0,Data Scientist,16.03
Tier 3,5.66,1,0,0,"Deep Learning, Node.js, SQL, Machine Learning",2,1,1,56.5,Web Developer,6.03
Tier 2,7.61,1,1,0,"HTML/CSS, React, Git, Java",0,2,2,55.8,Software Engineer,10.24
Tier 3,7.61,2,1,2,"DSA, TensorFlow, Docker, AWS",2,2,0,70.9,Data Scientist,16.01
Tier 2,7.06,0,3,1,"Excel, Machine Learning, PyTorch, Linux",2,0,2,54.6,ML Engineer,16.48
Tier 2,8.44,2,1,0,"Node.js, SQL, Excel, Python, DSA, Linux",1,2,3,64.5,Data Analyst,12.54
Tier 1,8.32,2,2,0,"DSA, JavaScript, React, HTML/CSS, Docker",1,2,2,59.3,Web Developer,15.05
Tier 2,6.76,1,2,1,"HTML/CSS, SQL, Node.js, Python",0,2,2,57.7,Data Analyst,7.58
Tier 2,7.41,1,3,1,"Linux, DSA",1,0,1,59.2,Software Engineer,15.79
Tier 3,6.69,0,1,1,"Python, React, Node.js, HTML/CSS",0,3,1,59.0,Software Engineer,7.45
Tier 2,6.96,1,2,1,PyTorch,1,0,0,57.0,Software Engineer,10.64
Tier 2,7.7,1,0,1,"Node.js, JavaScript, Java, Excel",0,2,2,41.3,Software Engineer,10.21
Tier 3,8.08,1,3,0,"Python, AWS, Deep Learning, Git, Linux, Machine Learning",2,2,2,61.4,Data Scientist,20.18
Tier 2,7.63,1,1,0,JavaScript,0,0,1,44.2,Web Developer,6.42
Tier 2,5.45,0,1,1,"JavaScript, Git",0,0,2,44.8,Junior Developer,3.95
Tier 2,6.87,2,5,0,Java,0,1,0,53.1,Software Engineer,7.92
Tier 3,7.54,0,1,0,"Linux, Python, Docker",0,2,1,47.1,DevOps Engineer,8.85
Tier 1,7.95,0,1,2,"Node.js, Java, Docker, JavaScript",0,3,1,59.6,Backend Developer,10.7
Tier 3,6.16,3,0,2,Deep Learning,1,0,0,47.2,Software Engineer,8.85
Tier 2,6.18,2,1,0,"Deep Learning, DSA, Excel, HTML/CSS",2,0,2,42.4,Software Engineer,10.03
Tier 3,7.09,1,3,0,"Deep Learning, SQL, Machine Learning, Java",2,1,1,55.1,Data Scientist,15.95
Tier 1,5.81,0,3,3,DSA,1,0,0,44.5,Web Developer,6.1
Tier 1,7.17,1,3,0,React,0,1,0,52.1,Software Engineer,10.49
Tier 2,8.43,3,1,1,"AWS, Python, PyTorch",1,2,0,56.7,Data Scientist,19.8
Tier 3,7.98,1,0,1,"Excel, TensorFlow, AWS, Java",1,2,1,58.1,Data Scientist,14.33
Tier 3,7.41,1,3,2,"DSA, Node.js, Python",1,2,0,54.2,Software Engineer,14.05
Tier 1,8.27,0,2,0,"React, Machine Learning",1,1,0,62.3,Data Scientist,19.81
Tier 3,5.34,0,3,0,Machine Learning,1,0,0,45.3,Junior Developer,4.51
Tier 2,6.68,1,1,1,"JavaScript, Python",0,1,1,46.8,Junior Developer,8.21
Tier 2,5.63,1,0,2,"React, HTML/CSS, TensorFlow",1,1,1,43.5,Web Developer,6.42
Tier 1,6.54,0,3,0,"Git, Django, Java",0,2,1,46.2,Software Engineer,8.5
Tier 2,8.08,3,0,0,"Java, HTML/CSS, Django, React, DSA",1,3,1,52.2,Software Engineer,20.95
Tier 3,6.51,0,3,0,"React, Deep Learning",1,1,0,50.3,Software Engineer,9.91
Tier 2,6.86,0,2,2,"HTML/CSS, React, SQL, Node.js",0,2,2,51.7,Web Developer,8.38
Tier 3,6.46,0,3,1,Linux,0,0,1,44.2,Software Engineer,6.25
Tier 3,6.99,2,3,1,React,0,1,0,50.4,Software Engineer,8.2
Tier 1,6.34,0,1,0,"Java, SQL, TensorFlow, Git",1,1,2,44.5,Backend Developer,9.77
Tier 2,4.87,1,3,0,"DSA, JavaScript",1,0,1,40.4,Junior Developer,4.18
Tier 1,5.73,0,1,0,"Node.js, Excel, AWS, Deep Learning",1,2,1,39.7,Web Developer,6.1
Tier 2,7.58,1,3,1,"Linux, DSA, HTML/CSS, Django, SQL",1,1,3,54.7,Software Engineer,16.47
Tier 2,7.08,4,1,0,Node.js,0,1,0,54.2,Data Scientist,9.73
Tier 1,7.59,0,2,1,"JavaScript, Python, DSA, Django, HTML/CSS",1,2,2,52.8,Software Engineer,16.05
Tier 2,5.57,0,2,0,Python,0,1,0,37.1,Junior Developer,4.76
Tier 3,6.52,1,1,2,"PyTorch, Python, Docker",1,2,0,43.7,Backend Developer,10.36
Tier 3,5.23,0,2,3,"Deep Learning, Django, Machine Learning",2,1,0,38.4,Junior Developer,4.17
Tier 3,5.32,0,3,0,Docker,0,1,0,43.8,Junior Developer,3.37
Tier 2,5.77,2,2,2,"React, Node.js, Java, Deep Learning",1,3,0,50.9,Web Developer,5.67
Tier 3,6.56,1,1,0,"Python, Linux, Java",0,2,1,45.2,Software Engineer,7.84
Tier 1,6.68,1,1,0,"React, Node.js, Machine Learning, Git, JavaScript",1,2,2,52.4,Web Developer,10.5
Tier 3,7.17,1,2,0,Node.js,0,1,0,55.2,Data Scientist,8.15
Tier 3,8.43,4,1,0,"JavaScript, TensorFlow, HTML/CSS, Git, Deep Learning, Docker",2,1,3,68.5,Data Scientist,21.51
Tier 3,4.79,2,4,0,Django,0,1,0,29.1,Junior Developer,3.95
Tier 2,6.74,0,6,0,"TensorFlow, Deep Learning",2,0,0,63.5,Data Scientist,9.72
Tier 3,8.94,0,1,1,"TensorFlow, Python, PyTorch, Excel",2,1,1,69.0,Data Scientist,18.84
Tier 2,5.88,1,4,2,"Docker, React",0,2,0,36.1,Web Developer,5.05
Tier 2,5.76,0,0,0,"Linux, DSA, React, Git",1,1,2,43.6,Web Developer,6.29
Tier 3,7.55,1,6,1,"Excel, Git, Java, Django, HTML/CSS",0,2,3,57.9,Software Engineer,10.24
Tier 1,5.03,2,1,2,"Deep Learning, Excel",1,0,1,46.7,Junior Developer,4.14
Tier 1,6.7,2,1,0,Node.js,0,1,0,50.1,Software Engineer,7.44
Tier 3,7.49,2,2,0,"Machine Learning, Docker, Python",1,2,0,60.8,Data Scientist,15.82
Tier 2,7.44,0,3,0,"SQL, DSA",1,0,1,57.8,Software Engineer,15.3
Tier 2,7.43,2,3,0,PyTorch,1,0,0,57.0,Data Scientist,16.07
Tier 3,4.5,0,2,1,"Machine Learning, React",1,1,0,27.1,Junior Developer,4.36
Tier 3,4.63,3,1,1,"HTML/CSS, React, Docker",0,2,1,36.2,Junior Developer,4.09
Tier 1,7.43,1,3,0,Python,0,1,0,48.2,Data Scientist,10.36
Tier 1,6.14,2,1,0,"Python, Docker",0,2,0,39.9,Backend Developer,8.35
Tier 2,6.74,0,1,1,"Excel, Machine Learning, SQL, JavaScript",1,0,3,41.9,Data Analyst,10.24
Tier 1,6.19,0,0,5,"Machine Learning, Git, TensorFlow, PyTorch, SQL",3,0,2,53.7,Data Analyst,10.26
Tier 2,5.3,1,2,1,Node.js,0,1,0,41.5,Junior Developer,3.59
Tier 3,8.11,0,3,0,"React, Node.js, HTML/CSS",0,2,1,67.8,Web Developer,10.81
Tier 3,5.04,0,3,2,"Node.js, DSA, Deep Learning, Git",2,1,1,44.9,Junior Developer,4.75
Tier 1,7.3,0,1,2,"Django, JavaScript",0,1,1,55.1,Web Developer,7.83
Tier 3,6.31,1,2,0,"DSA, Linux",1,0,1,42.3,Software Engineer,9.97
Tier 2,6.65,1,1,0,"JavaScript, PyTorch, DSA, Excel, Java",2,1,2,52.7,Data Scientist,10.39
Tier 3,6.73,1,4,4,"React, DSA, PyTorch, SQL, TensorFlow",3,1,1,58.5,ML Engineer,10.07
Tier 2,8.48,2,2,0,"Machine Learning, DSA, Docker, Java",2,2,0,62.2,ML Engineer,23.71
Tier 3,5.69,4,3,1,"Docker, JavaScript, HTML/CSS",0,1,2,45.6,Web Developer,4.57
Tier 3,8.87,1,1,0,"React, Node.js, TensorFlow, Java",1,3,0,58.4,Software Engineer,19.14
Tier 2,6.88,0,1,2,"Java, JavaScript, PyTorch",1,1,1,60.6,Software Engineer,10.3
Tier 2,9.04,1,0,1,"Docker, Python, Machine Learning",1,2,0,63.9,Data Scientist,20.87
Tier 2,6.53,2,5,1,"Linux, Django, Python, TensorFlow, DSA",2,2,1,49.9,Data Scientist,9.99
Tier 3,4.36,1,2,2,Node.js,0,1,0,37.1,Junior Developer,3.94
Tier 2,6.88,0,1,0,"Python, React, HTML/CSS, Django, AWS",0,4,1,47.4,Software Engineer,8.45
Tier 3,6.28,0,4,2,"Django, Java, PyTorch",1,2,0,45.5,Software Engineer,10.08
Tier 2,6.39,0,1,0,"Django, Java, PyTorch, Excel",1,2,1,46.3,Software Engineer,10.11
Tier 3,9.82,1,1,2,"AWS, SQL, Deep Learning, PyTorch, Java, Excel",2,2,2,73.2,ML Engineer,22.31
Tier 2,10.0,1,5,0,"Excel, Python, JavaScript, Deep Learning, Machine Learning",2,1,2,79.2,ML Engineer,30.47
Tier 1,5.82,2,1,0,"Machine Learning, TensorFlow",2,0,0,43.9,Web Developer,6.15
Tier 2,4.0,0,1,0,"JavaScript, Java, Linux",0,1,2,32.0,Junior Developer,3.04
Tier 1,7.05,0,1,1,"Git, Deep Learning, Linux, DSA",2,0,2,60.1,Data Scientist,16.6
Tier 1,9.74,1,4,0,"Excel, Django, TensorFlow, PyTorch",2,1,1,76.9,Data Scientist,24.78
Tier 1,8.54,0,1,0,"Docker, JavaScript, AWS, Java",0,3,1,56.7,DevOps Engineer,10.37
Tier 1,8.81,2,2,0,"JavaScript, Excel, Git, HTML/CSS, Machine Learning, Linux",1,0,5,66.5,Web Developer,16.06
Tier 2,7.59,2,4,0,"Git, Linux, Excel, React",0,1,3,52.8,Software Engineer,9.72
Tier 1,5.92,1,3,3,AWS,0,1,0,51.2,Web Developer,4.88
Tier 1,8.13,0,0,0,"Django, DSA, Machine Learning",2,1,0,60.4,ML Engineer,20.99
Tier 2,5.7,1,1,2,"Excel, Linux, PyTorch",1,0,2,45.3,Web Developer,6.01
Tier 2,7.93,2,1,0,"AWS, DSA, Excel, Deep Learning",2,1,1,58.0,Data Scientist,15.75
Tier 2,7.82,1,2,0,"PyTorch, HTML/CSS, AWS, Excel",1,1,2,55.9,Web Developer,15.06
Tier 2,7.98,0,1,0,Machine Learning,1,0,0,70.8,Data Scientist,14.96
Tier 3,6.14,0,3,1,"JavaScript, SQL",0,0,2,42.0,Web Developer,5.65
Tier 2,7.05,3,2,1,"PyTorch, DSA",2,0,0,48.6,Data Scientist,15.48
Tier 1,5.9,2,2,3,"AWS, PyTorch, Git, Excel",1,1,2,50.7,Web Developer,6.48
Tier 3,7.51,0,2,1,"Django, HTML/CSS",0,1,1,60.4,Web Developer,7.73
Tier 2,9.73,0,1,0,"Machine Learning, Docker",1,1,0,72.2,Data Scientist,21.7
Tier 3,5.62,1,3,3,"Python, Deep Learning",1,1,0,39.1,Junior Developer,6.31
Tier 3,7.53,2,1,1,"AWS, Java, Django",0,3,0,44.0,Software Engineer,9.7
Tier 2,5.69,2,0,0,"Node.js, Python, Linux",0,2,1,40.5,Junior Developer,4.82
Tier 2,8.26,1,4,0,"DSA, PyTorch, Deep Learning, Node.js, Java",3,2,0,67.8,Data Scientist,23.81
Tier 3,7.69,2,0,1,PyTorch,1,0,0,57.1,Data Scientist,11.25
Tier 1,8.47,1,2,1,"AWS, React, Node.js, TensorFlow",1,3,0,65.7,Data Scientist,24.32
Tier 2,5.94,3,0,0,"React, Linux, SQL, JavaScript",0,1,3,43.3,Web Developer,4.96
Tier 3,8.05,1,3,0,"Node.js, DSA, Python",1,2,0,56.6,Software Engineer,16.64
Tier 1,6.92,1,3,0,"Java, SQL",0,1,1,49.6,Backend Developer,8.11
